#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z []
12214519996352,0.0000000000,0.0000000000,0.0000000000,0.7405053744,-0.6719634921,-0.0108099902,0.0000000000
12214553292852,0.0000066316,-0.0000090571,-0.0000460013,0.7404955044,-0.6719744814,-0.0108029768,0.0000035812
12214586576452,0.0000126262,-0.0000322184,-0.0001874468,0.7404762518,-0.6719955812,-0.0108101536,0.0000037052
12214619866552,0.0000265651,-0.0000622050,-0.0004274626,0.7404640980,-0.6720089377,-0.0108123525,0.0000132301
12214653161052,-0.0000574637,-0.0005333305,0.0006538872,0.7392220048,-0.6733610764,-0.0116259682,-0.0007247483
12214686443452,0.0001262762,0.0000339008,-0.0001186085,0.7378394070,-0.6748768148,-0.0115743197,-0.0005739243
12214719734352,0.0000253636,-0.0000280367,0.0000867688,0.7376693024,-0.6750744754,-0.0108835010,0.0000488138
12214753028352,-0.0002129399,0.0000060291,0.0001808966,0.7375935942,-0.6751533229,-0.0111187502,-0.0002319609
12214786311652,0.0000411451,0.0002247352,-0.0001917912,0.7378546484,-0.6748775738,-0.0105189558,0.0003601472
12214819602152,-0.0000239372,0.0002608162,-0.0001823267,0.7380453761,-0.6746583414,-0.0111844714,-0.0002298909
12214852890952,0.0000307483,0.0002591748,-0.0000134038,0.7383963635,-0.6742798892,-0.0108369815,0.0000348982
12214886179552,0.0001694158,0.0002102024,-0.0000904829,0.7386635648,-0.6739928276,-0.0104728828,0.0003537419
12214919469752,-0.0000431651,0.0000124806,0.0000809314,0.7393341508,-0.6732523302,-0.0107848642,0.0000011972
12214952760252,-0.0001381264,0.0000301331,0.0000703155,0.7392588787,-0.6733323871,-0.0109442723,-0.0001719498
12214986047852,-0.0001820487,0.0000256217,0.0000303952,0.7393547795,-0.6732289106,-0.0108321578,-0.0000906463
12215019337952,-0.0001238766,0.0000987514,-0.0000498039,0.7393987478,-0.6731815068,-0.0107772579,-0.0000385493
12215052626652,-0.0000660283,0.0001955428,-0.0003542340,0.7396916424,-0.6728592817,-0.0108008566,-0.0000523954
12215085942452,0.0000103716,-0.0001668161,0.0001823603,0.7399173415,-0.6726109419,-0.0108095436,-0.0000486457
12215119205352,0.0000315220,-0.0001609846,0.0001673617,0.7398916106,-0.6726382628,-0.0108703453,-0.0000870080
